term,love_freq,base_freq,norm_love_freq,norm_base_freq,love_ratio
washed,1,35,0.012658227848101266,0.005168340224453632,2.4491862567811937
dead,2,242,0.02531645569620253,0.03573538098050797,0.7084423056805106
promises,1,65,0.012658227848101266,0.009598346131128175,1.318792599805258
every,12,1308,0.1518987341772152,0.19314825753101003,0.7864359540123099
apart,3,280,0.0379746835443038,0.04134672179562906,0.9184448462929476
dreams,6,430,0.0759493670886076,0.06349675132900177,1.1961142184280247
us,10,1094,0.12658227848101267,0.16154754873006497,0.7835605026265245
wired,1,11,0.012658227848101266,0.0016243354991139988,7.792865362485616
arms,9,303,0.11392405063291139,0.044743059657412876,2.5461837322972802
place,6,717,0.0759493670886076,0.10587714116952156,0.7173348869233621
treated,2,26,0.02531645569620253,0.00383933845245127,6.5939629990262905
vision,1,80,0.012658227848101266,0.011813349084465446,1.071518987341772
still,8,1243,0.10126582278481013,0.18354991139988186,0.5517072822998667
conceived,1,3,0.012658227848101266,0.0004430005906674542,28.573839662447256
prayed,1,19,0.012658227848101266,0.0028056704075605436,4.511658894070619
alive,4,269,0.05063291139240506,0.03972238629651506,1.2746694273210672
thankful,2,10,0.02531645569620253,0.0014766686355581807,17.144303797468353
needed,3,154,0.0379746835443038,0.022740696987595982,1.669899720532632
eternally,2,5,0.02531645569620253,0.0007383343177790904,34.28860759493671
eventually,1,20,0.012658227848101266,0.0029533372711163615,4.286075949367088
believed,2,51,0.02531645569620253,0.0075310100413467215,3.36162819558203
given,1,86,0.012658227848101266,0.012699350265800354,0.9967618486900206
alienation,1,1,0.012658227848101266,0.00014766686355581807,85.72151898734177
carried,2,24,0.02531645569620253,0.0035440047253396337,7.143459915611814
down,18,2602,0.22784810126582278,0.3842291789722386,0.5930005156695434
suffered,1,5,0.012658227848101266,0.0007383343177790904,17.144303797468353
destiny,1,68,0.012658227848101266,0.01004134672179563,1.2606105733432613
own,6,668,0.0759493670886076,0.09864146485528648,0.7699537633593572
close,15,541,0.189873417721519,0.07988777318369758,2.3767519127728773
faithfully,1,5,0.012658227848101266,0.0007383343177790904,17.144303797468353
holding,2,248,0.02531645569620253,0.03662138216184288,0.6913025724785627
dream,9,506,0.11392405063291139,0.07471943295924395,1.524691049181968
sent,1,87,0.012658227848101266,0.012847017129356172,0.9853048159464571
answer,1,134,0.012658227848101266,0.019787359716479623,0.6397128282637445
took,5,413,0.06329113924050633,0.06098641464855287,1.0377907867716922
realized,2,30,0.02531645569620253,0.004430005906674543,5.714767932489451
grateful,2,15,0.02531645569620253,0.0022150029533372713,11.429535864978902
knowing,2,96,0.02531645569620253,0.014176018901358535,1.7858649789029535
kind,8,334,0.10126582278481013,0.04932073242764324,2.0532100356249523
somehow,7,138,0.08860759493670886,0.020378027170702893,4.34819299211154
weight,2,86,0.02531645569620253,0.012699350265800354,1.9935236973800412
desperation,1,12,0.012658227848101266,0.0017720023626698169,7.143459915611814
finding,1,36,0.012658227848101266,0.005316007088009451,2.381153305203938
sweet,9,366,0.11392405063291139,0.05404607206142942,2.1079062046067647
came,7,585,0.08860759493670886,0.08638511518015357,1.0257275776263117
received,1,3,0.012658227848101266,0.0004430005906674542,28.573839662447256
dark,4,373,0.05063291139240506,0.05507974010632014,0.919265619167204
sad,4,172,0.05063291139240506,0.025398700531600708,1.9935236973800412
path,1,71,0.012658227848101266,0.010484347312463083,1.2073453378498842
falls,3,84,0.0379746835443038,0.012404016538688719,3.061482820976492
less,1,157,0.012658227848101266,0.023183697578263437,0.5459969362251068
hide,4,341,0.05063291139240506,0.050354400472533964,1.005531014514273
ashamed,2,45,0.02531645569620253,0.0066450088600118135,3.8098452883263008
seen,5,462,0.06329113924050633,0.06822209096278795,0.9277220669625734
darkest,2,45,0.02531645569620253,0.0066450088600118135,3.8098452883263008
mad,1,214,0.012658227848101266,0.031600708800945065,0.40056784573524196
stand,4,488,0.05063291139240506,0.07206142941523921,0.7026354015355883
hurt,7,391,0.08860759493670886,0.057737743650324864,1.5346563501570138
choose,2,127,0.02531645569620253,0.018753691671588895,1.34994518090302
cry,5,504,0.06329113924050633,0.0744240992321323,0.8504118947156922
standing,9,295,0.11392405063291139,0.04356172474896633,2.6152327826646644
got,21,2978,0.26582278481012656,0.4397519196692262,0.6044835119993879
tears,7,387,0.08860759493670886,0.05714707619610159,1.5505184312955878
hey,6,727,0.0759493670886076,0.10735380980507973,0.7074678320826007
along,3,285,0.0379746835443038,0.042085056113408154,0.9023317788141239
why,14,1322,0.17721518987341772,0.1952155936207915,0.907792182921925
angry,1,42,0.012658227848101266,0.0062020082693443595,2.040988547317661
crossroads,1,11,0.012658227848101266,0.0016243354991139988,7.792865362485616
lot,2,303,0.02531645569620253,0.044743059657412876,0.5658186071771734
confess,1,46,0.012658227848101266,0.006792675723567632,1.8635112823335167
nobody,3,415,0.0379746835443038,0.0612817483756645,0.6196736312337959
which,1,145,0.012658227848101266,0.02141169521559362,0.5911828895678742
feeling,14,818,0.17721518987341772,0.12079149438865919,1.467116461886045
hour,2,128,0.02531645569620253,0.018901358535144713,1.3393987341772151
read,4,166,0.05063291139240506,0.0245126993502658,2.06557877077932
begin,1,116,0.012658227848101266,0.017129356172474897,0.7389786119598428
brand,2,120,0.02531645569620253,0.01772002362669817,1.4286919831223628
eye,2,259,0.02531645569620253,0.03824571766095688,0.6619422315624848
move,4,606,0.05063291139240506,0.08948611931482575,0.5658186071771734
air,5,340,0.06329113924050633,0.05020673360897814,1.2606105733432615
smokey,1,2,0.012658227848101266,0.00029533372711163615,42.860759493670884
two,5,604,0.06329113924050633,0.08919078558771412,0.7096152234051472
swaying,1,8,0.012658227848101266,0.0011813349084465446,10.715189873417721
room,2,355,0.02531645569620253,0.05242173656231541,0.48293813513995365
strangers,2,51,0.02531645569620253,0.0075310100413467215,3.36162819558203
dying,3,90,0.0379746835443038,0.013290017720023627,2.8573839662447256
touch,8,549,0.10126582278481013,0.08106910809214413,1.2491296027299346
slowly,3,123,0.0379746835443038,0.018163024217365622,2.0907687557888237
stare,3,103,0.0379746835443038,0.015209686946249261,2.496743271475974
deeper,4,73,0.05063291139240506,0.01077968103957472,4.697069533552973
bodies,1,50,0.012658227848101266,0.007383343177790904,1.7144303797468354
walk,9,578,0.11392405063291139,0.08535144713526285,1.3347641364811
where,10,1553,0.12658227848101267,0.22932663910218548,0.5519737217472104
soon,5,264,0.06329113924050633,0.03898405197873597,1.6235136171845033
most,3,236,0.0379746835443038,0.03484937979917307,1.0896803261102768
making,5,347,0.06329113924050633,0.051240401653868874,1.2351803888665962
words,9,519,0.11392405063291139,0.07663910218546958,1.4865003292602619
become,1,125,0.012658227848101266,0.01845835794447726,0.6857721518987342
train,2,119,0.02531645569620253,0.017572356763142352,1.4406977981065843
poor,1,67,0.012658227848101266,0.009893679858239812,1.279425656527489
paris,1,25,0.012658227848101266,0.003691671588895452,3.428860759493671
ready,5,407,0.06329113924050633,0.06010041346721796,1.0530899138494076
sister,1,82,0.012658227848101266,0.012108682811577082,1.0453843778944119
fly,8,433,0.10126582278481013,0.06393975191966923,1.5837694039231733
pleasures,1,5,0.012658227848101266,0.0007383343177790904,17.144303797468353
depend,1,30,0.012658227848101266,0.004430005906674543,2.8573839662447256
them,7,1103,0.08860759493670886,0.16287655050206734,0.5440168929387057
afraid,2,230,0.02531645569620253,0.03396337861783816,0.7454045129334067
either,1,84,0.012658227848101266,0.012404016538688719,1.0204942736588305
tell,15,1785,0.189873417721519,0.26358535144713524,0.7203488990532924
burning,2,190,0.02531645569620253,0.028056704075605433,0.902331778814124
praying,1,51,0.012658227848101266,0.0075310100413467215,1.680814097791015
needing,2,32,0.02531645569620253,0.004725339633786178,5.3575949367088604
rome,1,15,0.012658227848101266,0.0022150029533372713,5.714767932489451
hoping,2,116,0.02531645569620253,0.017129356172474897,1.4779572239196856
permission,1,12,0.012658227848101266,0.0017720023626698169,7.143459915611814
man,9,1207,0.11392405063291139,0.17823390431187242,0.6391828259205269
whose,1,40,0.012658227848101266,0.005906674542232723,2.143037974683544
scared,1,214,0.012658227848101266,0.031600708800945065,0.40056784573524196
justify,1,12,0.012658227848101266,0.0017720023626698169,7.143459915611814
wanting,2,72,0.02531645569620253,0.010632014176018901,2.381153305203938
yearning,2,17,0.02531645569620253,0.0025103366804489075,10.08488458674609
fears,1,78,0.012658227848101266,0.01151801535735381,1.0989938331710485
another,5,748,0.06329113924050633,0.11045481393975191,0.5730048060651188
stories,2,65,0.02531645569620253,0.009598346131128175,2.637585199610516
mother,2,156,0.02531645569620253,0.02303603071470762,1.0989938331710485
confused,4,76,0.05063291139240506,0.011222681630242174,4.511658894070619
old,4,520,0.05063291139240506,0.0767867690490254,0.659396299902629
bursting,1,8,0.012658227848101266,0.0011813349084465446,10.715189873417721
garden,2,35,0.02531645569620253,0.005168340224453632,4.8983725135623875
grace,1,64,0.012658227848101266,0.009450679267572357,1.3393987341772151
show,7,922,0.08860759493670886,0.13614884819846426,0.6508141354787337
quite,3,137,0.0379746835443038,0.020230360307147078,1.877113554467338
how,25,2086,0.31645569620253167,0.3080330773774365,1.0273432285156012
lay,6,260,0.0759493670886076,0.0383933845245127,1.9781888997078871
lets,11,788,0.13924050632911392,0.11636148848198465,1.196620188909593
heads,1,88,0.012658227848101266,0.01299468399291199,0.974108170310702
three,3,255,0.0379746835443038,0.03765505020673361,1.008488458674609
chasing,2,75,0.02531645569620253,0.011075014766686356,2.2859071729957803
much,14,978,0.17721518987341772,0.14441819255759009,1.2270974088167532
told,4,635,0.05063291139240506,0.09376845835794448,0.539978072361208
remind,1,71,0.012658227848101266,0.010484347312463083,1.2073453378498842
change,5,630,0.06329113924050633,0.09303012404016539,0.6803295157725537
perfect,1,219,0.012658227848101266,0.03233904311872416,0.3914224611294145
those,6,460,0.0759493670886076,0.06792675723567632,1.1181067694001101
waste,1,157,0.012658227848101266,0.023183697578263437,0.5459969362251068
cars,2,125,0.02531645569620253,0.01845835794447726,1.3715443037974684
forget,1,407,0.012658227848101266,0.06010041346721796,0.2106179827698815
theyre,7,369,0.08860759493670886,0.05448907265209687,1.6261534767246406
about,11,1447,0.13924050632911392,0.21367395156526875,0.651649418701285
shame,2,141,0.02531645569620253,0.020821027761370348,1.2159080707424366
belong,6,129,0.0759493670886076,0.01904902539870053,3.9870473947600824
itll,2,84,0.02531645569620253,0.012404016538688719,2.040988547317661
called,5,193,0.06329113924050633,0.028499704666272888,2.220764740604709
callin,1,48,0.012658227848101266,0.0070880094506792675,1.7858649789029535
girl,15,1401,0.189873417721519,0.20688127584170113,0.9177892825197193
umm,1,10,0.012658227848101266,0.0014766686355581807,8.572151898734177
stay,12,848,0.1518987341772152,0.12522150029533372,1.2130403630284214
stronger,2,91,0.02531645569620253,0.013437684583579445,1.8839894282932257
lovely,1,50,0.012658227848101266,0.007383343177790904,1.7144303797468354
fear,2,246,0.02531645569620253,0.036326048434731244,0.6969229185962746
trust,1,262,0.012658227848101266,0.038688718251624336,0.32718137018069376
hmm,1,37,0.012658227848101266,0.005463673951565269,2.3167978104686964
near,3,143,0.0379746835443038,0.021116361488481984,1.7983535451889883
mists,1,2,0.012658227848101266,0.00029533372711163615,42.860759493670884
heavenly,1,18,0.012658227848101266,0.0026580035440047253,4.762306610407876
moments,1,52,0.012658227848101266,0.00767867690490254,1.6484907497565726
soft,2,70,0.02531645569620253,0.010336680448907265,2.4491862567811937
touching,1,44,0.012658227848101266,0.006497341996455995,1.948216340621404
discovering,1,2,0.012658227848101266,0.00029533372711163615,42.860759493670884
everywhere,3,155,0.0379746835443038,0.0228883638511518,1.6591261739485506
stillness,1,8,0.012658227848101266,0.0011813349084465446,10.715189873417721
stars,9,330,0.11392405063291139,0.048730064973419966,2.3378596087456844
feels,6,403,0.0759493670886076,0.059509746012994684,1.2762509030373466
secret,1,122,0.012658227848101266,0.018015357353809804,0.7026354015355883
heat,1,155,0.012658227848101266,0.0228883638511518,0.5530420579828502
scent,1,30,0.012658227848101266,0.004430005906674543,2.8573839662447256
summer,3,192,0.0379746835443038,0.02835203780271707,1.3393987341772153
white,3,278,0.0379746835443038,0.04105138806851742,0.9250523631727531
afternoon,1,23,0.012658227848101266,0.003396337861783816,3.7270225646670334
sweetness,1,13,0.012658227848101266,0.001919669226225635,6.5939629990262905
days,4,539,0.05063291139240506,0.07959243945658594,0.6361522744886218
rains,1,18,0.012658227848101266,0.0026580035440047253,4.762306610407876
spoken,1,31,0.012658227848101266,0.00457767277023036,2.765210289914251
shared,1,32,0.012658227848101266,0.004725339633786178,2.6787974683544302
rushing,1,22,0.012658227848101266,0.0032486709982279976,3.896432681242808
light,13,777,0.16455696202531644,0.11473715298287064,1.4342081683853836
unbelievable,1,7,0.012658227848101266,0.0010336680448907265,12.245931283905968
pale,1,22,0.012658227848101266,0.0032486709982279976,3.896432681242808
exotic,1,12,0.012658227848101266,0.0017720023626698169,7.143459915611814
pure,2,69,0.02531645569620253,0.010189013585351446,2.4846817097780227
magical,1,16,0.012658227848101266,0.002362669816893089,5.3575949367088604
timeless,1,6,0.012658227848101266,0.0008860011813349084,14.286919831223628
rose,2,59,0.02531645569620253,0.008712344949793267,2.905814202960738
cloud,1,59,0.012658227848101266,0.008712344949793267,1.452907101480369
amber,1,7,0.012658227848101266,0.0010336680448907265,12.245931283905968
melting,1,22,0.012658227848101266,0.0032486709982279976,3.896432681242808
miles,2,123,0.02531645569620253,0.018163024217365622,1.3938458371925493
under,3,364,0.0379746835443038,0.05375073833431778,0.7064960356099597
windless,1,1,0.012658227848101266,0.00014766686355581807,85.72151898734177
till,5,442,0.06329113924050633,0.0652687536916716,0.9697004410332779
floor,1,423,0.012658227848101266,0.06246308328411104,0.20265134512373942
demands,1,8,0.012658227848101266,0.0011813349084465446,10.715189873417721
relax,2,68,0.02531645569620253,0.01004134672179563,2.5212211466865226
nowhere,5,174,0.06329113924050633,0.025694034258712344,2.463262039866143
wine,3,118,0.0379746835443038,0.017424689899586534,2.1793606522205535
command,2,19,0.02531645569620253,0.0028056704075605436,9.023317788141238
submit,1,2,0.012658227848101266,0.00029533372711163615,42.860759493670884
concentrate,1,17,0.012658227848101266,0.0025103366804489075,5.042442293373045
made,10,849,0.12658227848101267,0.12536916715888954,1.0096763131606805
thru,1,28,0.012658227848101266,0.004134672179562906,3.061482820976492
candlelight,1,13,0.012658227848101266,0.001919669226225635,6.5939629990262905
blow,1,277,0.012658227848101266,0.04090372120496161,0.30946396746332766
clothes,2,218,0.02531645569620253,0.03219137625516834,0.7864359540123098
celebrate,2,37,0.02531645569620253,0.005463673951565269,4.633595620937393
throw,3,302,0.0379746835443038,0.04459539279385706,0.8515382680861765
tight,7,248,0.08860759493670886,0.03662138216184288,2.4195590036749697
pour,1,71,0.012658227848101266,0.010484347312463083,1.2073453378498842
tonight,3,784,0.0379746835443038,0.11577082102776137,0.32801601653319556
wish,8,433,0.10126582278481013,0.06393975191966923,1.5837694039231733
singing,1,175,0.012658227848101266,0.025841701122268163,0.4898372513562387
sweetest,4,34,0.05063291139240506,0.005020673360897815,10.08488458674609
notion,2,8,0.02531645569620253,0.0011813349084465446,21.430379746835442
since,7,344,0.08860759493670886,0.050797401063201415,1.7443332352075362
chorus,1,29,0.012658227848101266,0.004282339043118724,2.9559144478393713
makes,6,449,0.0759493670886076,0.06630242173656231,1.1454991401426518
taken,1,109,0.012658227848101266,0.01609568812758417,0.7864359540123098
minute,3,198,0.0379746835443038,0.02923803898405198,1.2988108937476026
above,5,225,0.06329113924050633,0.03322504430005907,1.9049226441631504
getting,3,562,0.0379746835443038,0.08298877731836976,0.45758817964773185
yeah,20,2214,0.25316455696202533,0.3269344359125812,0.7743587984403052
sever,1,4,0.012658227848101266,0.0005906674542232723,21.430379746835442
muscle,1,18,0.012658227848101266,0.0026580035440047253,4.762306610407876
devotion,1,24,0.012658227848101266,0.0035440047253396337,3.571729957805907
weather,2,71,0.02531645569620253,0.010484347312463083,2.4146906756997684
forest,3,11,0.0379746835443038,0.0016243354991139988,23.37859608745685
adore,1,53,0.012658227848101266,0.007826343768458357,1.6173871507045618
any,4,399,0.05063291139240506,0.05891907855877141,0.8593635988705942
birds,3,68,0.0379746835443038,0.01004134672179563,3.7818317200297837
shining,4,124,0.05063291139240506,0.01831069108092144,2.765210289914251
realize,1,105,0.012658227848101266,0.015505020673360898,0.8163954189270645
ocean,3,110,0.0379746835443038,0.016243354991139988,2.337859608745685
tender,4,34,0.05063291139240506,0.005020673360897815,10.08488458674609
deepest,2,20,0.02531645569620253,0.0029533372711163615,8.572151898734177
flow,4,192,0.05063291139240506,0.02835203780271707,1.7858649789029535
motion,1,54,0.012658227848101266,0.007974010632014175,1.5874355368026254
glad,4,103,0.05063291139240506,0.015209686946249261,3.328991028634632
none,2,112,0.02531645569620253,0.016538688718251624,1.530741410488246
laugh,1,163,0.012658227848101266,0.024069698759598347,0.5258988894928943
song,7,500,0.08860759493670886,0.07383343177790903,1.200101265822785
theyve,2,56,0.02531645569620253,0.008269344359125812,3.061482820976492
planes,1,21,0.012658227848101266,0.0031010041346721797,4.081977094635322
yes,7,482,0.08860759493670886,0.07117542823390431,1.244918325542308
bright,1,170,0.012658227848101266,0.02510336680448907,0.5042442293373046
someday,2,75,0.02531645569620253,0.011075014766686356,2.2859071729957803
school,3,177,0.0379746835443038,0.0261370348493798,1.4529071014803692
write,6,131,0.0759493670886076,0.019344359125812168,3.9261764421683254
disguise,2,51,0.02531645569620253,0.0075310100413467215,3.36162819558203
same,2,764,0.02531645569620253,0.112817483756645,0.22440188216581616
trains,1,14,0.012658227848101266,0.002067336089781453,6.122965641952984
voice,3,180,0.0379746835443038,0.026580035440047254,1.4286919831223628
miss,5,322,0.06329113924050633,0.04754873006497342,1.3310794873810836
friends,4,559,0.05063291139240506,0.0825457767277023,0.6133919068861665
seems,3,335,0.0379746835443038,0.049468399291199054,0.7676553939164935
pretty,1,295,0.012658227848101266,0.04356172474896633,0.2905814202960738
distance,1,78,0.012658227848101266,0.01151801535735381,1.0989938331710485
blame,3,199,0.0379746835443038,0.029385705847607798,1.2922842058393231
lonely,8,311,0.10126582278481013,0.04592439456585942,2.2050551507997884
delilah,1,4,0.012658227848101266,0.0005906674542232723,21.430379746835442
city,2,281,0.02531645569620253,0.04149438865918488,0.6101175728636424
years,7,328,0.08860759493670886,0.04843473124630833,1.8294226613152207
whats,4,669,0.05063291139240506,0.0987891317188423,0.5125352405820136
worry,5,195,0.06329113924050633,0.028795038393384525,2.197987666342097
history,2,85,0.02531645569620253,0.012551683402244536,2.0169769173492185
promise,3,214,0.0379746835443038,0.031600708800945065,1.2017035372057259
times,8,468,0.10126582278481013,0.06910809214412286,1.465325110894731
simple,2,119,0.02531645569620253,0.017572356763142352,1.4406977981065843
guitar,1,58,0.012658227848101266,0.008564678086237449,1.4779572239196856
heres,3,131,0.0379746835443038,0.019344359125812168,1.9630882210841627
bills,1,47,0.012658227848101266,0.006940342587123449,1.8238621061136548
pay,1,250,0.012658227848101266,0.03691671588895452,0.3428860759493671
good,13,1261,0.16455696202531644,0.18620791494388658,0.8837269998695028
swear,2,202,0.02531645569620253,0.02982870643827525,0.8487279107657602
wrote,4,88,0.05063291139240506,0.01299468399291199,3.896432681242808
york,1,77,0.012658227848101266,0.011370348493797991,1.113266480355088
youd,3,335,0.0379746835443038,0.049468399291199054,0.7676553939164935
square,2,24,0.02531645569620253,0.0035440047253396337,7.143459915611814
fun,2,260,0.02531645569620253,0.0383933845245127,0.659396299902629
storm,1,97,0.012658227848101266,0.014323685764914353,0.8837269998695028
rain,6,385,0.0759493670886076,0.05685174246898996,1.3359197764261055
laughter,3,43,0.0379746835443038,0.006349675132900177,5.980571092140124
drown,1,64,0.012658227848101266,0.009450679267572357,1.3393987341772151
springtime,1,2,0.012658227848101266,0.00029533372711163615,42.860759493670884
beside,1,102,0.012658227848101266,0.015062020082693443,0.8404070488955075
senses,1,27,0.012658227848101266,0.003987005316007088,3.174871073605251
die,2,461,0.02531645569620253,0.06807442409923213,0.3718937917021335
sleepy,1,7,0.012658227848101266,0.0010336680448907265,12.245931283905968
mountains,1,30,0.012658227848101266,0.004430005906674543,2.8573839662447256
moon,6,190,0.0759493670886076,0.028056704075605433,2.706995336442372
decided,2,31,0.02531645569620253,0.00457767277023036,5.530420579828502
create,1,15,0.012658227848101266,0.0022150029533372713,5.714767932489451
dust,1,80,0.012658227848101266,0.011813349084465446,1.071518987341772
girls,1,509,0.012658227848101266,0.0751624335499114,0.1684116286588247
town,2,328,0.02531645569620253,0.04843473124630833,0.5226921889472059
hair,2,264,0.02531645569620253,0.03898405197873597,0.6494054468738013
sprinkled,1,1,0.012658227848101266,0.00014766686355581807,85.72151898734177
appear,2,24,0.02531645569620253,0.0035440047253396337,7.143459915611814
suddenly,4,72,0.05063291139240506,0.010632014176018901,4.762306610407876
evry,1,3,0.012658227848101266,0.0004430005906674542,28.573839662447256
follow,1,198,0.012658227848101266,0.02923803898405198,0.43293696458253417
born,1,175,0.012658227848101266,0.025841701122268163,0.4898372513562387
starlight,1,7,0.012658227848101266,0.0010336680448907265,12.245931283905968
gold,1,205,0.012658227848101266,0.030271707028942704,0.41815375115776476
house,1,336,0.012658227848101266,0.049616066154754876,0.2551235684147076
moss,1,3,0.012658227848101266,0.0004430005906674542,28.573839662447256
forgetting,1,21,0.012658227848101266,0.0031010041346721797,4.081977094635322
cross,1,128,0.012658227848101266,0.018901358535144713,0.6696993670886076
thing,10,952,0.12658227848101267,0.14057885410513882,0.9004361238166152
hope,6,519,0.0759493670886076,0.07663910218546958,0.9910002195068413
verses,1,10,0.012658227848101266,0.0014766686355581807,8.572151898734177
roof,1,76,0.012658227848101266,0.011222681630242174,1.1279147235176548
buy,3,179,0.0379746835443038,0.026432368576491436,1.436673502581147
kicked,1,48,0.012658227848101266,0.0070880094506792675,1.7858649789029535
mean,5,507,0.06329113924050633,0.07486709982279977,0.8453798716700373
potions,1,4,0.012658227848101266,0.0005906674542232723,21.430379746835442
may,6,310,0.0759493670886076,0.0457767277023036,1.6591261739485506
excuse,1,79,0.012658227848101266,0.011665682220909628,1.0850825188271112
money,2,540,0.02531645569620253,0.07974010632014177,0.31748710736052504
live,9,745,0.11392405063291139,0.11001181334908447,1.035561974343726
really,10,964,0.12658227848101267,0.14235085646780862,0.8892273753873629
did,6,823,0.0759493670886076,0.12152982870643828,0.6249442453512158
gift,1,34,0.012658227848101266,0.005020673360897815,2.5212211466865226
sat,1,61,0.012658227848101266,0.009007678676904902,1.4052708030711767
forgotten,1,42,0.012658227848101266,0.0062020082693443595,2.040988547317661
green,2,115,0.02531645569620253,0.01698168930891908,1.4908090258668134
wonderful,2,46,0.02531645569620253,0.006792675723567632,3.7270225646670334
traveling,1,11,0.012658227848101266,0.0016243354991139988,7.792865362485616
everybody,2,486,0.02531645569620253,0.07176609568812758,0.3527634526228056
sculptor,1,2,0.012658227848101266,0.00029533372711163615,42.860759493670884
both,4,279,0.05063291139240506,0.041199054932073244,1.2289823510730002
boy,5,708,0.06329113924050633,0.1045481393975192,0.6053779589501538
suns,1,17,0.012658227848101266,0.0025103366804489075,5.042442293373045
while,4,582,0.05063291139240506,0.08594211458948611,0.5891513332463353
easily,1,60,0.012658227848101266,0.008860011813349085,1.4286919831223628
funny,2,154,0.02531645569620253,0.022740696987595982,1.113266480355088
anyway,3,143,0.0379746835443038,0.021116361488481984,1.7983535451889883
few,1,110,0.012658227848101266,0.016243354991139988,0.7792865362485616
bit,1,240,0.012658227848101266,0.03544004725339634,0.3571729957805907
set,3,319,0.0379746835443038,0.04710572947430597,0.806158485774374
oughta,1,15,0.012658227848101266,0.0022150029533372713,5.714767932489451
bad,9,599,0.11392405063291139,0.08845245126993502,1.2879694004775892
ohhh,1,81,0.012658227848101266,0.011961015948021264,1.0582903578684169
loving,3,254,0.0379746835443038,0.03750738334317779,1.0124588856772652
woman,5,196,0.06329113924050633,0.028942705256940343,2.186773443554637
breakup,1,7,0.012658227848101266,0.0010336680448907265,12.245931283905968
weve,4,308,0.05063291139240506,0.045481393975191964,1.113266480355088
running,2,388,0.02531645569620253,0.05729474305965741,0.4418634999347514
ooooo,1,10,0.012658227848101266,0.0014766686355581807,8.572151898734177
somebody,2,371,0.02531645569620253,0.054784406379208506,0.4621106144870176
untrue,1,13,0.012658227848101266,0.001919669226225635,6.5939629990262905
ooo,1,41,0.012658227848101266,0.006054341405788541,2.0907687557888237
deceive,1,17,0.012658227848101266,0.0025103366804489075,5.042442293373045
mess,2,167,0.02531645569620253,0.02466036621382162,1.0266050178124762
stayin,1,20,0.012658227848101266,0.0029533372711163615,4.286075949367088
spend,4,216,0.05063291139240506,0.0318960425280567,1.5874355368026254
oooo,1,23,0.012658227848101266,0.003396337861783816,3.7270225646670334
makeup,2,42,0.02531645569620253,0.0062020082693443595,4.081977094635322
whether,1,56,0.012658227848101266,0.008269344359125812,1.530741410488246
imagine,2,67,0.02531645569620253,0.009893679858239812,2.558851313054978
skies,3,100,0.0379746835443038,0.014766686355581808,2.571645569620253
dime,3,55,0.0379746835443038,0.008121677495569994,4.67571921749137
fine,2,335,0.02531645569620253,0.049468399291199054,0.5117702626109957
her,5,1156,0.06329113924050633,0.1707028942705257,0.37076781568919454
tossed,1,10,0.012658227848101266,0.0014766686355581807,8.572151898734177
lovin,6,143,0.0759493670886076,0.021116361488481984,3.5967070903779765
dice,1,41,0.012658227848101266,0.006054341405788541,2.0907687557888237
baba,1,1,0.012658227848101266,0.00014766686355581807,85.72151898734177
matter,2,393,0.02531645569620253,0.0580330773774365,0.4362418269075917
ease,2,67,0.02531645569620253,0.009893679858239812,2.558851313054978
invest,1,6,0.012658227848101266,0.0008860011813349084,14.286919831223628
ba,1,22,0.012658227848101266,0.0032486709982279976,3.896432681242808
should,11,820,0.13924050632911392,0.12108682811577082,1.149922815683853
last,6,735,0.0759493670886076,0.10853514471352628,0.6997675019374839
captive,1,2,0.012658227848101266,0.00029533372711163615,42.860759493670884
gifts,1,13,0.012658227848101266,0.001919669226225635,6.5939629990262905
earth,2,133,0.02531645569620253,0.019639692852923805,1.2890453983058912
trembling,1,15,0.012658227848101266,0.0022150029533372713,5.714767932489451
saw,4,409,0.05063291139240506,0.060395747194329594,0.8383522639348828
endless,1,43,0.012658227848101266,0.006349675132900177,1.9935236973800412
kissed,1,75,0.012658227848101266,0.011075014766686356,1.1429535864978901
thought,7,710,0.08860759493670886,0.10484347312463083,0.845141736494919
bird,2,70,0.02531645569620253,0.010336680448907265,2.4491862567811937
joy,6,94,0.0759493670886076,0.013880685174246898,5.4715863183409645
mouth,2,221,0.02531645569620253,0.0326343768458358,0.7757603528266223
sun,9,601,0.11392405063291139,0.08874778499704666,1.2836833126224225
gave,4,327,0.05063291139240506,0.04828706438275251,1.0485812720164132
pride,2,112,0.02531645569620253,0.016538688718251624,1.530741410488246
she,7,1265,0.08860759493670886,0.18679858239810987,0.4743483264121679
yesterday,2,116,0.02531645569620253,0.017129356172474897,1.4779572239196856
hurting,2,68,0.02531645569620253,0.01004134672179563,2.5212211466865226
knows,5,365,0.06329113924050633,0.053898405197873596,1.1742673833882435
fair,2,76,0.02531645569620253,0.011222681630242174,2.2558294470353095
ooh,8,493,0.10126582278481013,0.07279976373301832,1.391018563689116
shes,2,571,0.02531645569620253,0.08431777909037212,0.3002505043339467
apologize,1,24,0.012658227848101266,0.0035440047253396337,3.571729957805907
says,1,225,0.012658227848101266,0.03322504430005907,0.38098452883263006
past,1,278,0.012658227848101266,0.04105138806851742,0.308350787724251
explore,1,19,0.012658227848101266,0.0028056704075605436,4.511658894070619
type,2,164,0.02531645569620253,0.024217365623154165,1.0453843778944119
forth,1,26,0.012658227848101266,0.00383933845245127,3.2969814995131452
whisper,2,69,0.02531645569620253,0.010189013585351446,2.4846817097780227
